company_name,address,summary,details,website,stock_code
CLOVER CORPORATION LIMITED,"39 Pinnacle Rd, ALTONA NORTH, VIC, AUSTRALIA, 3025",Manufacturer and supplier of Functional Food ingredients containing LCPs to the healthcare and nutrition markets.,Manufacturer and supplier of Functional Food ingredients containing LCPs to the healthcare and nutrition markets.,http://www.clovercorp.com.au/,CLV
CHARTER HALL LONG WALE REIT,"Level 20, 1 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",Investment in Australian real estate assets.,Investment in Australian real estate assets.,http://www.charterhall.com.au/lwr,CLW
CTI LOGISTICS LIMITED,"1 Drummond Place, WEST PERTH, WA, AUSTRALIA, 6005","Provision of transport, warehousing, security services and investment.","Provision of transport, warehousing, security services and investment.",http://www.ctilogistics.com,CLX
CLASSIC MINERALS LTD,"71 Furniss Road,, LANDSDALE, WA, AUSTRALIA, 6065","Base metals exploration, with a particular focus on nickel, copper and gold.","Base metals exploration, with a particular focus on nickel, copper and gold.",http://www.classicminerals.com.au,CLZ
CASSIUS MINING LIMITED,"Suite 18, Level 4, 3 Spring Street, SYDNEY, NSW, AUSTRALIA, 2000",Mineral exploration,Mineral exploration,http://www.cassiusmining.com,CMD
CRITICAL MINERALS GROUP LIMITED,"Level 4, Gold Tower, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",Minerals exploration,Minerals exploration,https://www.criticalmineralsgroup.com.au/,CMG
CAPRICORN METALS LTD,"Level 3, 40 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005","Gold production, exploration and development","Gold production, exploration and development",http://www.capmetals.com.au,CMM
COSMO METALS LIMITED,"Level 1, 51 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",Mining Exploration,Mining Exploration,https://www.cosmometals.com.au/,CMO
COMPUMEDICS LIMITED,"30-40 Flockhart Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",Development and commercialisation of technology in computer based patient monitoring and diagnostic systems.,Development and commercialisation of technology in computer based patient monitoring and diagnostic systems.,http://www.compumedics.com/,CMP
CROMWELL PROPERTY GROUP,"Level 10, 100 Creek Street, BRISBANE, QLD, AUSTRALIA, 4000",Internally managed Australian Real Estate Investment Trust (A-REIT) and a property fund manager,Internally managed Australian Real Estate Investment Trust (A-REIT) and a property fund manager,http://www.cromwellpropertygroup.com,CMW
CHEMX MATERIALS LIMITED,"3 Flindell Street, O'Connor, PERTH, WA, AUSTRALIA, 6163",Mining exploration and minerals processing,Mining exploration and minerals processing,https://chemxmaterials.com.au/,CMX
CARNABY RESOURCES LIMITED,"78 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",Mineral Exploration,Mineral Exploration,http://www.carnabyresources.com.au/,CNB
CENTURIA CAPITAL GROUP,"Level 41, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",Funds Management and financial services,Funds Management and financial services,https://centuria.com.au,CNI
CONICO LTD,"Level 15, 197 St George's Terrace, PERTH, WA, AUSTRALIA, 6000",Nickel Cobalt exploration and development,Nickel Cobalt exploration and development,http://www.conico.com.au,CNJ
CLEAN TEQ WATER LIMITED,"Unit 12, 21 Howleys Road, NOTTING HILL, VIC, AUSTRALIA, 3168",The provision of water treatment and resource recovery services and equipment as well as the licencing of proprietary technology.,The provision of water treatment and resource recovery services and equipment as well as the licencing of proprietary technology.,https://www.cleanteqwater.com/,CNQ
CHORUS LIMITED,"Level 10, 1 Willis Street, AUSTRALIA,",Owning and operating a nationwide fixed line access network infrastructure in New Zealand.,Owning and operating a nationwide fixed line access network infrastructure in New Zealand.,http://www.chorus.co.nz,CNU
COBALT BLUE HOLDINGS LIMITED,"Suite 17.03, Level 17, 100 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",Cobalt exploration and development,Cobalt exploration and development,http://www.cobaltblueholdings.com,COB
CODA MINERALS LTD,"6 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",Mineral exploration and development,Mineral exploration and development,https://www.codaminerals.com,COD
COOPER ENERGY LIMITED,"Level 8, 70 Franklin Street, ADELAIDE, SA, AUSTRALIA, 5000",.,.,http://www.cooperenergy.com.au,COE
CENTURIA OFFICE REIT,"Level 41, Chifley Tower, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",Real estate investment trust.,Real estate investment trust.,https://centuria.com.au/cof,COF
COG FINANCIAL SERVICES LIMITED,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",COG is focused on the asset and equipment finance sectors. The investment objective of COG is to grow EPS from investing in complementary and growing existing businesses that specialise in finance broking and aggregation and commercial leases.,COG is focused on the asset and equipment finance sectors. The investment objective of COG is to grow EPS from investing in complementary and growing existing businesses that specialise in finance broking and aggregation and commercial leases.,http://coglimited.com.au,COG
COCHLEAR LIMITED,"1 University Avenue, MACQUARIE UNIVERSITY, NSW, AUSTRALIA, 2109",Manufacture and sale of Cochlear implant systems.,Manufacture and sale of Cochlear implant systems.,http://www.cochlear.com/,COH
COMET RIDGE LIMITED,"Level 3, 410 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",Oil and gas exploration in Australia,Oil and gas exploration in Australia,http://www.cometridge.com.au,COI
COLES GROUP LIMITED.,"800 Toorak Road, HAWTHORN EAST, VIC, AUSTRALIA, 3123","Australian retailer of products such as fresh food, groceries, household goods, liquor, fuel and financial services via stores and online","Australian retailer of products such as fresh food, groceries, household goods, liquor, fuel and financial services via stores and online",http://www.colesgroup.com.au/,COL
COSOL LIMITED,"490 Adelaide Street, BRISBANE CITY, QLD, AUSTRALIA, 4000",Diversified IT Services,Diversified IT Services,http://www.cosol.com.au,COS
CLEO DIAGNOSTICS LTD,"Level 2, 480 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Medical diagnostics/devices development and commercialisation,Medical diagnostics/devices development and commercialisation,https://cleodx.com/,COV
COPPERMOLY LIMITED,"Unit 18, 180 Moggill Rd, TARNGA, QLD, AUSTRALIA, 4068",Mineral Exploration,Mineral Exploration,http://www.coppermoly.com.au,COY
COOPER METALS LIMITED,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000","Mineral exploration with a primary focus on identifying, exploring and developing copper and gold deposits in Queensland and Western Australia.","Mineral exploration with a primary focus on identifying, exploring and developing copper and gold deposits in Queensland and Western Australia.",https://www.coopermetals.com.au/,CPM
CASPIN RESOURCES LIMITED,"Ground Floor, 675 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",Mineral exploration and development,Mineral exploration and development,https://caspin.com.au/,CPN
CULPEO MINERALS LIMITED,"C/- Source Services, Level 48, 152-158 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mining,Mining,https://www.culpeominerals.com.au/,CPO
COMPUTERSHARE LIMITED.,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067","Global market leader in transfer agency and share registration, employee equity plans, corporate trust and other diversified financial and governance services.","Global market leader in transfer agency and share registration, employee equity plans, corporate trust and other diversified financial and governance services.",http://www.computershare.com/,CPU
CLEARVUE TECHNOLOGIES LIMITED,"Suite 9, 567 Newcastle Street, WEST PERTH, WA, AUSTRALIA, 6005",Renewable Energy,Renewable Energy,http://www.clearvuepv.com,CPV
CHARTER HALL SOCIAL INFRASTRUCTURE REIT,"Level 20, No.1 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",Ownership of established freehold early learning centers.,Ownership of established freehold early learning centers.,https://www.charterhall.com.au/investments/funds/cqe,CQE
CHARTER HALL RETAIL REIT,"Charter Hall Retail Management Limited, Level 20, 1 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",Investment in supermarkets and shopping centres in Australia.,Investment in supermarkets and shopping centres in Australia.,http://www.charterhall.com.au/cqr,CQR
CONSTELLATION RESOURCES LIMITED,"Level 9, BGC Centre,, 28 The Esplanade,, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,http://www.constellationresources.com.au/,CR1
CORELLA RESOURCES LTD,"Level 1, 40 Subiaco Square Rd, SUBIACO, WA, AUSTRALIA, 6008",Mineral exploration,Mineral exploration,https://www.corellaresources.com.au/,CR9
CARBINE RESOURCES LIMITED,"Suite 23, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",Mineral exploration,Mineral exploration,http://www.carbineresources.com.au,CRB
CONRAD ASIA ENERGY LTD.,"84 Amoy Street #03-01, SINGAPORE, ., SINGAPORE, 069903",Oil & gas exploration and production,Oil & gas exploration and production,https://www.conradasia.com/,CRD
CORONADO GLOBAL RESOURCES INC.,"Level 33, Central Plaza One, 345 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000","Mining, Quarrying, Oil & Gas Extraction - Mining (Except Oil & Gas) - Surface & Underground Coal Mining","Mining, Quarrying, Oil & Gas Extraction - Mining (Except Oil & Gas) - Surface & Underground Coal Mining",https://coronadoglobal.com,CRN
CRITICAL RESOURCES LIMITED,"Level 50, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000","The Company is an exploration company focused on critical minerals and base metals across multiple commodities including lithium, zinc, lead and copper and has assets in Australia, Canada and Oman","The Company is an exploration company focused on critical minerals and base metals across multiple commodities including lithium, zinc, lead and copper and has assets in Australia, Canada and Oman",http://www.criticalresources.com.au,CRR
CAPRICE RESOURCES LTD,"Level 1, 50 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",Mineral exploration,Mineral exploration,http://www.capriceresources.com,CRS
CAPSTONE COPPER CORP.,"Suite 2100, 510 West Georgia Street, ., ., VANCOUVER, BC, CANADA, V6B 0M3",Copper mining and production,Copper mining and production,https://capstonecopper.com/,CSC
COPPER STRIKE LIMITED,"Level 20, 140 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Base and precious metals exploration and development.,Base and precious metals exploration and development.,http://www.copperstrike.com.au,CSE
CATALANO SEAFOOD LTD,"301 Collier Road, BASSENDEAN, WA, AUSTRALIA, 6054","Seafood processor, wholesaler, retailer and exporter","Seafood processor, wholesaler, retailer and exporter",https://www.catalanos.net.au/,CSF
CSL LIMITED,"45 Poplar Road, PARKVILLE, VIC, AUSTRALIA, 3052","Development, manufacturing and marketing of pharmaceutical and diagnostic products, cell culture media and human plasma fractions.","Development, manufacturing and marketing of pharmaceutical and diagnostic products, cell culture media and human plasma fractions.",http://www.csl.com.au/,CSL
CSR LIMITED,"Level 5, Triniti 3, 39 Delhi Road, NORTH RYDE, NSW, AUSTRALIA, 2113","Manufacture and supply of building products for residential, commercial and social infrastructure projects; land bank and property development capability; and aluminium smelter interest.","Manufacture and supply of building products for residential, commercial and social infrastructure projects; land bank and property development capability; and aluminium smelter interest.",http://www.csr.com.au/,CSR
CLEAN SEAS SEAFOOD LIMITED,"7 Frederick Road, ROYAL PARK, SA, AUSTRALIA, 5014",Aquaculture,Aquaculture,http://www.cleanseas.com.au,CSS
CASTILE RESOURCES LTD,"Suite 1A, 17 Southport Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",Mineral Exploration,Mineral Exploration,http://www.castile.com.au,CST
CLEANSPACE HOLDINGS LIMITED,"Unit 5, 39 Herbert Street, ST LEONARDS, NSW, AUSTRALIA, 2065","Design, manufacture and production of respiratory protection equipment used in the industrial and healthcare sectors.","Design, manufacture and production of respiratory protection equipment used in the industrial and healthcare sectors.",https://cleanspacetechnology.com,CSX
CONSTELLATION TECHNOLOGIES LIMITED,"Level 7, 420 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Technology,Technology,http://www.ccp-technologies.com/,CT1
CORPORATE TRAVEL MANAGEMENT LIMITED,"Level 9, 180 Ann Street, BRISBANE, QLD, AUSTRALIA, 4000",Provider of travel management services to the corporate market.,Provider of travel management services to the corporate market.,https://investor.travelctm.com.au/,CTD
CRYOSITE LIMITED,"13A Ferndell Street,, SOUTH GRANVILLE, NSW, AUSTRALIA, 2142","The Company provides an integrated clinical trial logistics service, biological storage and sample management service, including:  the  storage of cord blood stem cells for private use.","The Company provides an integrated clinical trial logistics service, biological storage and sample management service, including:  the  storage of cord blood stem cells for private use.",http://www.cryosite.com,CTE
CENTAURUS METALS LIMITED,"Level 2, 1 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",Exploration and evaluation for mineral resources in Brazil,Exploration and evaluation for mineral resources in Brazil,http://www.centaurus.com.au/,CTM
CATALINA RESOURCES LTD,"Unit 38, 18 Stirling Hwy, NEDLANDS, WA, AUSTRALIA, 6009",Exploration & Mine Development,Exploration & Mine Development,http://www.catalinaresources.com.au,CTN
CITIGOLD CORPORATION LIMITED,"Level 1, 1024 Ann Street, FORTITUDE VALLEY, QLD, AUSTRALIA, 4006","Gold exploration, mine development and production","Gold exploration, mine development and production",http://www.citigold.com,CTO
